,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine_CC,Power_bhp,Seats,Price_Lakh,Manufacturer
3262,6,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,Maruti
3263,8,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2,Tata
3264,14,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,4.95,Toyota
3265,7,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7.5,Renault
3266,5,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0,Mercedes-Benz
3267,5,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45,Honda
3268,2,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.65,Mercedes-Benz
3269,5,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38,Maruti
3270,4,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,Maruti
3271,12,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88,Hyundai
3272,12,81000,Diesel,Automatic,Second,18.48,1621.276449941501,113.25304969366827,5.278735151413753,10.5,BMW
3273,2,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29,Maruti
3274,8,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0,Ford
3275,9,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7,Mahindra
3276,11,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti
3277,4,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.8,Mini
3278,6,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.77,Mahindra
3279,8,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32,Hyundai
3280,5,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94,Maruti
3281,7,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0,Mercedes-Benz
3282,4,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4,Renault
3283,7,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17,Maruti
3284,15,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.25,Maruti
3285,4,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45,Hyundai
3286,8,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59,Tata
3287,5,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01,Mahindra
3288,10,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.45,Maruti
3289,5,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,29.0,Audi
3290,12,83000,Diesel,Manual,Second,17.8,1399.0,113.25304969366827,5.0,2.4,Ford
3291,10,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99,Mercedes-Benz
3292,5,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9,Honda
3293,10,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,6.25,Toyota
3294,9,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.8,Chevrolet
3295,7,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,2.8,Maruti
3296,5,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9,Honda
3297,10,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25,Nissan
3298,3,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89,Maruti
3299,8,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15.0,Toyota
3300,2,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65,Ford
3301,6,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,Maruti
3302,4,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95,Maruti
3303,7,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3,Honda
3304,10,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3.5,Hyundai
3305,13,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3,Honda
3306,3,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.69,Hyundai
3307,7,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1,Toyota
3308,6,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12.75,Hyundai
3309,3,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,Hyundai
3310,3,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75,Honda
3311,6,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25,Volkswagen
3312,5,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75,Mahindra
3313,3,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.87,Mahindra
3314,10,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,Honda
3315,8,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4.5,Maruti
3316,8,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.5,Mahindra
3317,6,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.8,Toyota
3318,4,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,Maruti
3319,7,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.5,Hyundai
3320,9,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21,Hyundai
3321,8,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.6,Maruti
3322,4,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25,Honda
3323,13,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.25,Honda
3324,1,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.75,Mercedes-Benz
3325,10,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6.75,Skoda
3326,5,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25,Maruti
3327,7,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1,Ford
3328,11,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75,Mercedes-Benz
3329,4,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7,Hyundai
3330,7,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95,Volkswagen
3331,8,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4,Chevrolet
3332,7,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.49,Mahindra
3333,9,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0,Hyundai
3334,7,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85,Toyota
3335,10,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95,Toyota
3336,7,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0,Hyundai
3337,2,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7,Ford
3338,4,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14,Maruti
3339,8,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4,Hyundai
3340,3,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25,Maruti
3341,10,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,25.93,BMW
3342,4,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0,Maruti
3343,3,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,25.12,Toyota
3344,3,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45,Hyundai
3345,9,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4,Hyundai
3346,8,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33,Volkswagen
3347,3,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93,Maruti
3348,6,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25,Hyundai
3349,10,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12.5,Mercedes-Benz
3350,5,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9,Hyundai
3351,6,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai
3352,4,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0,Renault
3353,5,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8,Hyundai
3354,9,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33,Volkswagen
3355,5,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.62,Chevrolet
3356,5,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75,Nissan
3357,8,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.2,Hyundai
3358,5,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5,Maruti
3359,10,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0,Maruti
3360,8,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0,Hyundai
3361,9,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9.5,Audi
3362,7,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.5,BMW
3363,5,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6.11,Skoda
3364,6,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75,Hyundai
3365,13,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,6.2,Mitsubishi
3366,6,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15,Honda
3367,8,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4,Maruti
3368,11,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,2.15,Maruti
3369,4,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai
3370,9,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.15,Ford
3371,5,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,Hyundai
3372,10,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.45,Maruti
3373,3,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15,Honda
3374,4,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,8.9,Renault
3375,6,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35,Honda
3376,5,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.0,Toyota
3377,11,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,8.5,BMW
3378,3,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.27,Hyundai
3379,8,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4.25,Renault
3380,10,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,9.25,Mitsubishi
3381,3,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.61,Maruti
3382,10,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,28.0,Mercedes-Benz
3383,2,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25,Ford
3384,4,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8.6,Hyundai
3385,2,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7.53,Volkswagen
3386,6,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,5.75,Renault
3387,8,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15,Honda
3388,3,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.84,Ford
3389,8,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,16.5,Audi
3390,5,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43.0,BMW
3391,7,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55,Hyundai
3392,2,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8.9,Hyundai
3393,14,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,2.5,Skoda
3394,10,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,3.85,Hyundai
3395,8,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,7.5,Hyundai
3396,15,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,1.8,Hyundai
3397,10,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25,Ford
3398,5,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24.25,Audi
3399,5,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.35,Volkswagen
3400,8,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.5,BMW
3401,6,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.75,Honda
3402,8,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.99,Hyundai
3403,2,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9.15,Honda
3404,14,125000,Petrol,Manual,Fourth & Above,16.1,1621.276449941501,113.25304969366827,5.278735151413753,2.35,Maruti
3405,6,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,13.99,Honda
3406,6,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,19.75,Mercedes-Benz
3407,2,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.77,Mahindra
3408,14,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,2.5,Mahindra
3409,7,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,3.65,Renault
3410,8,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,23.5,Land
3411,3,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.11,Maruti
3412,7,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.57,Toyota
3413,6,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.32,Hyundai
3414,8,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,Hyundai
3415,4,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.63,Maruti
3416,5,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0,Hyundai
3417,10,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,9.25,BMW
3418,9,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,1.2,Tata
3419,5,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.15,Maruti
3420,10,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.05,Volkswagen
3421,6,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.5,Toyota
3422,12,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,Hyundai
3423,4,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.95,Maruti
3424,7,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,Renault
3425,2,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.15,Maruti
3426,9,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.65,Nissan
3427,5,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.8,Ford
3428,3,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,16.68,Honda
3429,6,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,5.0,Nissan
3430,9,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,3.75,Toyota
3431,7,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,4.11,Hyundai
3432,5,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,4.25,Ford
3433,16,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,3.45,Mitsubishi
3434,6,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,22.5,Audi
3435,14,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,4.5,Toyota
3436,13,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,0.9,Chevrolet
3437,14,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1.85,Hyundai
3438,7,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,Honda
3439,10,63600,Diesel,Manual,Second,17.8,1248.0,113.25304969366827,5.0,3.1,Maruti
3440,6,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.34,Ford
3441,5,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,4.25,Volkswagen
3442,4,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.45,Hyundai
3443,9,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,10.75,Toyota
3444,5,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,27.75,Mercedes-Benz
3445,15,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,0.99,Maruti
3446,4,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,24.0,Ford
3447,4,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.1,Hyundai
3448,3,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.25,Honda
3449,7,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.65,Volkswagen
3450,6,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,9.75,Honda
3451,6,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.4,Hyundai
3452,6,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99,Maruti
3453,4,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,45.73,BMW
3454,6,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.27,Ford
3455,6,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,3.5,Maruti
3456,4,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.25,Honda
3457,12,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,1.6,Tata
3458,6,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.0,Renault
3459,10,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,Hyundai
3460,5,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.95,Honda
3461,4,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8.99,Maruti
3462,13,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,1.85,Honda
3463,4,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6.16,Volkswagen
3464,10,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.5,Maruti
3465,6,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4.5,Honda
3466,3,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.75,Hyundai
3467,6,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.6,Renault
3468,6,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.98,Hyundai
3469,12,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,9.75,BMW
3470,6,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.55,Ford
3471,4,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.3,Volkswagen
3472,9,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,7.5,Honda
3473,12,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.8,Chevrolet
3474,3,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.25,Volkswagen
3475,5,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,6.8,Mahindra
3476,11,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.0,Hyundai
3477,5,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.6,Mahindra
3478,7,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,6.95,Hyundai
3479,10,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,3.5,Volkswagen
3480,6,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai
3481,5,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.65,Hyundai
3482,7,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.25,Chevrolet
3483,5,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,7.72,Skoda
3484,4,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.0,Hyundai
3485,7,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.55,Chevrolet
3486,9,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.75,Toyota
3487,4,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.72,Hyundai
3488,8,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,28.55,Audi
3489,7,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,75.0,Porsche
3490,4,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10.49,Honda
3491,8,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.8,Mahindra
3492,8,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,18.5,Audi
3493,7,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,6.0,Hyundai
3494,8,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.5,Hyundai
3495,10,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,Maruti
3496,4,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7,Maruti
3497,5,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,4.95,Hyundai
3498,8,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,Maruti
3499,3,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,10.94,Mahindra
3500,7,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.26,BMW
3501,4,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11.5,Toyota
3502,5,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6.0,Hyundai
3503,4,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,4.1,Mahindra
3504,7,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.01,Maruti
3505,10,59270,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.6,Fiat
3506,8,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.35,Maruti
3507,8,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,9.15,Mitsubishi
3508,7,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.9,Honda
3509,3,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.18,Hyundai
3510,4,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.45,Hyundai
3511,8,92000,CNG,Manual,Second,26.83,796.0,38.4,5.0,2.1,Maruti
3512,3,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,5.53,Honda
3513,4,13500,Petrol,Manual,First,18.15,1198.0,82.0,6.0,3.75,Mahindra
3514,2,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5,Honda
3515,3,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,15.5,Mahindra
3516,9,65400,Petrol,Manual,First,0.0,1086.0,113.25304969366827,5.0,2.1,Hyundai
3517,7,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,14.5,Mercedes-Benz
3518,3,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,12.46,Renault
3519,6,30000,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.25,Volkswagen
3520,8,90000,Diesel,Automatic,First,18.48,1621.276449941501,113.25304969366827,5.278735151413753,14.5,BMW
3521,11,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,25.0,Mercedes-Benz
3522,8,66400,Petrol,Manual,First,0.0,1621.276449941501,113.25304969366827,5.278735151413753,2.66,Hyundai
3523,8,50000,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,45.0,Jaguar
3524,5,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.1,Maruti
3525,6,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5,Honda
3526,9,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,12.5,BMW
3527,8,93000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,5.55,Hyundai
3528,5,70000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,19.48,Toyota
3529,8,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.91,Maruti
3530,10,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.19,Chevrolet
3531,3,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.89,Hyundai
3532,9,51593,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,3.47,Ford
3533,12,86340,Petrol,Automatic,Second,9.1,2349.0,113.25304969366827,5.0,3.25,Nissan
3534,10,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.85,Maruti
3535,4,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.64,Audi
3536,2,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.28,Honda
3537,5,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3,Honda
3538,6,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75,Volkswagen
3539,7,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.8,Nissan
3540,4,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,44.5,Land
3541,6,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.65,Hyundai
3542,11,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6,Honda
3543,5,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.25,Mahindra
3544,3,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,Jeep
3545,3,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra
3546,9,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,6.21,Mahindra
3547,4,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,3.25,Datsun
3548,4,32000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,9.75,Mahindra
3549,6,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45,Honda
3550,3,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0,Honda
3551,12,73000,Petrol,Manual,First,14.4,1396.0,65.0,5.0,0.8,Tata
3552,2,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95,Hyundai
3553,5,18000,CNG,Manual,First,33.44,796.0,40.3,4.0,3.0,Maruti
3554,6,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,5.25,Hyundai
3555,1,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2,Toyota
3556,8,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13.5,BMW
3557,5,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.5,Volkswagen
3558,6,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.47,Ford
3559,7,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.5,Mahindra
3560,9,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen
3561,4,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54,Skoda
3562,8,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen
3563,5,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.99,Maruti
